area_sqft,bedrooms,bathrooms,location,house_type,state,city,price
1667,2,1,Semi-Urban,Apartment,Odisha,Rourkela,5859104
1349,3,3,Urban,Apartment,Tripura,Agartala,6678138
743,1,2,Urban,Apartment,Rajasthan,Kota,1581160
2244,5,1,Urban,Apartment,Jharkhand,Jamshedpur,8977575
671,2,3,Urban,Apartment,Jharkhand,Dhanbad,2538152
450,1,2,Urban,Apartment,Delhi,Dwarka,763512
507,1,2,Urban,Villa,Bihar,Gaya,1280325
1086,2,2,Urban,Apartment,Chhattisgarh,Bhilai,4003556
320,1,1,Urban,Apartment,Uttarakhand,Dehradun,1283428
455,1,1,Semi-Urban,Apartment,Uttar Pradesh,Noida,732247
1074,2,1,Urban,Apartment,Andhra Pradesh,Visakhapatnam,4092258
1153,1,2,Semi-Urban,Apartment,West Bengal,Kolkata,6755149
1437,2,3,Urban,Apartment,Goa,Panaji,2501684
593,1,2,Urban,Apartment,Punjab,Ludhiana,1840499
404,1,1,Urban,Duplex,Kerala,Kollam,1714778
1189,2,3,Semi-Urban,Apartment,Uttar Pradesh,Ghaziabad,4483684
533,1,2,Urban,Apartment,Telangana,Warangal,2599199
832,1,2,Urban,Apartment,Maharashtra,Nashik,1523261
1732,2,1,Semi-Urban,Apartment,West Bengal,Kolkata,6961744
1885,3,3,Urban,Villa,Odisha,Bhubaneswar,6703544
1698,2,1,Urban,Villa,Bihar,Muzaffarpur,11129514
481,1,1,Urban,Apartment,Assam,Guwahati,2086456
1505,2,1,Semi-Urban,Apartment,Punjab,Jalandhar,5022214
331,1,1,Urban,Apartment,Kerala,Thiruvananthapuram,1077597
975,1,2,Urban,Apartment,West Bengal,Siliguri,3417893
456,1,2,Urban,Apartment,Odisha,Cuttack,2205968
522,1,2,Urban,Apartment,Gujarat,Surat,1118764
1618,3,3,Urban,Apartment,Himachal Pradesh,Shimla,2814986
2087,5,4,Semi-Urban,Apartment,Ladakh,Leh,3720665
398,1,2,Semi-Urban,Apartment,Odisha,Bhubaneswar,1641779
480,1,2,Urban,Duplex,Assam,Silchar,1500580
1291,3,4,Urban,Apartment,Assam,Silchar,5111395
616,1,1,Urban,Apartment,Uttar Pradesh,Noida,1206696
445,1,1,Urban,Apartment,Goa,Margao,1121461
378,1,2,Urban,Apartment,Chhattisgarh,Bilaspur,1729986
647,2,1,Urban,Villa,Assam,Guwahati,3603889
553,1,2,Urban,Villa,Maharashtra,Pune,949078
1171,2,3,Urban,Apartment,Chhattisgarh,Raipur,4366264
349,1,1,Urban,Villa,Odisha,Bhubaneswar,1849508
389,1,2,Urban,Apartment,Himachal Pradesh,Shimla,824776
1018,1,1,Urban,Apartment,Jharkhand,Ranchi,1998500
316,1,1,Urban,Apartment,Maharashtra,Kalyan,724872
1213,2,3,Urban,Apartment,Telangana,Hyderabad,11581741
502,1,2,Urban,Apartment,Maharashtra,Nagpur,2257570
1094,1,2,Semi-Urban,Apartment,Uttar Pradesh,Kanpur,3546185
559,1,2,Urban,Apartment,Odisha,Cuttack,2440915
756,2,1,Urban,Apartment,Telangana,Nizamabad,2713209
1465,3,2,Urban,Apartment,Haryana,Faridabad,5830549
397,1,1,Urban,Villa,Tamil Nadu,Tiruchirappalli,1712604
1532,3,3,Urban,Duplex,Uttar Pradesh,Kanpur,7160845
1653,2,1,Urban,Apartment,Maharashtra,Thane,2935914
358,1,2,Urban,Villa,Chhattisgarh,Bhilai,1858123
378,1,1,Urban,Apartment,Tamil Nadu,Coimbatore,1286363
967,2,3,Urban,Apartment,Gujarat,Bhavnagar,4459203
1741,2,1,Urban,Apartment,Haryana,Faridabad,6058063
382,1,1,Urban,Apartment,Rajasthan,Udaipur,1472565
1480,3,4,Urban,Villa,West Bengal,Kolkata,14057424
826,1,1,Urban,Apartment,Delhi,New Delhi,9937355
981,2,3,Urban,Apartment,Odisha,Bhubaneswar,4477708
378,1,1,Urban,Apartment,Uttar Pradesh,Lucknow,1673258
2177,5,4,Urban,Apartment,Telangana,Nizamabad,10015721
1010,2,3,Urban,Apartment,Delhi,Rohini,1982097
596,1,1,Semi-Urban,Duplex,Delhi,Dwarka,928145
2345,5,1,Urban,Apartment,Karnataka,Hubli,4557196
1240,3,4,Urban,Villa,Maharashtra,Nagpur,5091788
2727,3,1,Urban,Apartment,Bihar,Muzaffarpur,11138765
1145,2,2,Urban,Apartment,Jammu & Kashmir,Jammu,2327410
1266,2,1,Urban,Apartment,Himachal Pradesh,Dharamshala,4683476
493,1,1,Urban,Apartment,Tamil Nadu,Madurai,1733453
918,2,2,Urban,Apartment,Punjab,Jalandhar,3477896
701,1,1,Urban,Apartment,Karnataka,Bengaluru,6370443
836,1,1,Urban,Apartment,Gujarat,Surat,1859900
874,2,1,Urban,Villa,Maharashtra,Nagpur,4727137
1081,2,2,Semi-Urban,Apartment,Kerala,Kollam,3269375
406,1,2,Urban,Apartment,Tamil Nadu,Madurai,1554977
1473,2,2,Urban,Apartment,West Bengal,Siliguri,6964037
1026,2,3,Urban,Apartment,Tamil Nadu,Coimbatore,3588691
637,2,1,Urban,Duplex,Maharashtra,Aurangabad,2487530
1209,2,1,Semi-Urban,Apartment,Ladakh,Leh,1956413
1048,1,2,Urban,Apartment,Tripura,Agartala,3834800
597,1,2,Urban,Apartment,Puducherry,Puducherry,2535896
2247,5,1,Urban,Apartment,Tamil Nadu,Madurai,9666742
562,1,2,Urban,Apartment,Arunachal Pradesh,Itanagar,2424855
1017,1,1,Semi-Urban,Apartment,Bihar,Bhagalpur,3313289
780,2,1,Urban,Apartment,Chhattisgarh,Bhilai,2487429
1019,2,3,Urban,Villa,Karnataka,Dharwad,6173276
600,2,2,Urban,Apartment,Haryana,Faridabad,2722445
1424,3,4,Urban,Apartment,Uttar Pradesh,Agra,2862399
687,1,1,Urban,Apartment,Haryana,Panipat,2417565
593,1,1,Semi-Urban,Apartment,Bihar,Bhagalpur,2263926
309,1,1,Urban,Apartment,Assam,Silchar,988338
1681,3,4,Urban,Duplex,Punjab,Amritsar,6402452
3287,5,1,Urban,Apartment,Uttarakhand,Haldwani,12241434
362,1,1,Urban,Apartment,Telangana,Hyderabad,3924450
593,1,1,Urban,Apartment,Bihar,Muzaffarpur,2379992
1466,2,3,Urban,Apartment,Karnataka,Mysuru,2924649
1164,1,1,Urban,Apartment,Odisha,Bhubaneswar,5159243
904,1,1,Semi-Urban,Apartment,Karnataka,Mysuru,1540668
1069,1,2,Urban,Duplex,Assam,Silchar,4521543
3486,3,4,Urban,Apartment,Gujarat,Surat,7936847
2659,5,3,Urban,Villa,Ladakh,Leh,7488604
361,1,1,Urban,Apartment,Bihar,Gaya,697652
325,1,2,Urban,Apartment,Uttar Pradesh,Noida,566493
485,1,2,Urban,Apartment,Tamil Nadu,Coimbatore,1482331
421,1,2,Urban,Apartment,Gujarat,Surat,973689
605,2,2,Urban,Apartment,West Bengal,Kolkata,3971922
613,1,1,Urban,Apartment,Haryana,Faridabad,2503700
424,1,1,Urban,Apartment,Uttar Pradesh,Ghaziabad,1680761
659,2,1,Urban,Duplex,Himachal Pradesh,Dharamshala,2710194
1501,2,2,Urban,Apartment,Odisha,Bhubaneswar,7063417
996,2,2,Urban,Villa,Himachal Pradesh,Shimla,2048667
593,1,2,Urban,Apartment,Lakshadweep,Kavaratti,2155619
312,1,2,Urban,Apartment,Jammu & Kashmir,Jammu,690543
479,1,1,Urban,Apartment,Jharkhand,Ranchi,869956
642,1,1,Semi-Urban,Apartment,Manipur,Imphal,1096007
1437,3,1,Urban,Apartment,Madhya Pradesh,Bhopal,2214553
1127,1,2,Urban,Apartment,Maharashtra,Kolhapur,4012404
413,1,1,Urban,Apartment,Delhi,Rohini,848866
364,1,2,Urban,Apartment,Uttarakhand,Dehradun,1669860
828,1,1,Urban,Apartment,Rajasthan,Udaipur,3412221
849,2,3,Urban,Duplex,Haryana,Karnal,1728622
1996,2,1,Urban,Apartment,Kerala,Kozhikode,6200974
304,1,1,Urban,Apartment,Telangana,Nizamabad,1033995
607,2,1,Semi-Urban,Apartment,Chhattisgarh,Raipur,1800200
654,2,1,Urban,Apartment,Punjab,Jalandhar,2767241
379,1,1,Urban,Apartment,Uttar Pradesh,Agra,801118
821,2,2,Urban,Apartment,Himachal Pradesh,Dharamshala,2884479
565,1,1,Urban,Duplex,Uttarakhand,Dehradun,1928843
806,1,2,Urban,Apartment,Gujarat,Surat,1758771
649,1,2,Urban,Apartment,Sikkim,Gangtok,3008510
1163,1,1,Semi-Urban,Apartment,Chhattisgarh,Bilaspur,3929027
1345,2,1,Urban,Villa,Kerala,Kollam,7947374
764,1,1,Semi-Urban,Apartment,West Bengal,Durgapur,2933049
751,2,1,Urban,Apartment,Odisha,Rourkela,3288376
563,1,2,Urban,Apartment,Maharashtra,Kalyan,1076316
1132,1,2,Urban,Apartment,Madhya Pradesh,Bhopal,2172480
390,1,2,Urban,Villa,Uttar Pradesh,Ghaziabad,1753425
1893,2,1,Urban,Villa,Tamil Nadu,Madurai,9896546
1124,1,1,Semi-Urban,Apartment,Goa,Panaji,1742990
430,1,1,Urban,Duplex,Chhattisgarh,Raipur,1790706
480,1,2,Urban,Apartment,Karnataka,Hubli,1133750
519,1,1,Urban,Apartment,Tamil Nadu,Tiruchirappalli,2551217
498,1,2,Urban,Apartment,Goa,Margao,1058456
351,1,1,Urban,Apartment,Jharkhand,Dhanbad,1290803
312,1,2,Urban,Apartment,Telangana,Warangal,1562279
888,2,1,Urban,Duplex,Goa,Margao,2053395
364,1,1,Urban,Apartment,West Bengal,Durgapur,1290116
416,1,1,Semi-Urban,Apartment,Lakshadweep,Kavaratti,1491307
1623,2,3,Urban,Apartment,Gujarat,Bhavnagar,7899348
452,1,1,Urban,Apartment,Karnataka,Hubli,895475
1397,3,4,Urban,Apartment,Delhi,Saket,2317411
2254,3,1,Urban,Villa,Karnataka,Mangalore,11821720
553,1,1,Urban,Apartment,Karnataka,Mysuru,970201
363,1,1,Urban,Apartment,Maharashtra,Pune,573122
669,2,1,Urban,Apartment,Jharkhand,Jamshedpur,2426638
994,2,2,Urban,Apartment,Chhattisgarh,Bilaspur,4201466
606,1,1,Urban,Apartment,West Bengal,Asansol,1931342
1180,2,1,Urban,Apartment,Kerala,Kollam,4395553
781,1,1,Semi-Urban,Apartment,West Bengal,Asansol,3046855
3088,3,2,Urban,Apartment,Maharashtra,Pune,7365147
315,1,2,Urban,Duplex,Madhya Pradesh,Jabalpur,1154761
340,1,2,Urban,Apartment,Delhi,Saket,737039
908,1,2,Urban,Apartment,Andhra Pradesh,Visakhapatnam,3577768
628,2,2,Urban,Apartment,Maharashtra,Mumbai,13605217
1522,2,2,Semi-Urban,Apartment,Punjab,Amritsar,5220031
821,1,1,Urban,Apartment,Maharashtra,Kalyan,1110125
1597,2,1,Urban,Apartment,Tripura,Agartala,6675031
345,1,2,Urban,Duplex,Delhi,Rohini,831175
1342,3,2,Urban,Apartment,Himachal Pradesh,Shimla,2396401
788,1,2,Urban,Villa,Assam,Guwahati,3326904
804,1,1,Semi-Urban,Apartment,Nagaland,Kohima,1346177
1891,2,2,Urban,Apartment,Delhi,Delhi,29127841
771,1,2,Urban,Apartment,Delhi,Dwarka,1161193
687,2,1,Semi-Urban,Apartment,Jharkhand,Jamshedpur,2836143
688,1,2,Urban,Apartment,Punjab,Ludhiana,2780988
3863,5,1,Urban,Villa,Delhi,New Delhi,74968039
2146,5,3,Urban,Apartment,Delhi,New Delhi,39140146
1992,2,2,Urban,Apartment,Uttar Pradesh,Ghaziabad,7715537
866,1,2,Semi-Urban,Apartment,Haryana,Karnal,1768714
543,1,1,Urban,Apartment,Tripura,Agartala,2987737
521,1,1,Urban,Apartment,Bihar,Gaya,1104187
1440,2,3,Urban,Apartment,Karnataka,Mangalore,5923412
368,1,2,Urban,Apartment,Karnataka,Mysuru,771434
373,1,2,Urban,Apartment,Haryana,Faridabad,1929312
2417,4,3,Urban,Villa,West Bengal,Durgapur,13661508
815,2,1,Urban,Apartment,Uttar Pradesh,Noida,2154307
582,1,2,Urban,Duplex,Goa,Margao,1254124
734,1,1,Urban,Apartment,Assam,Dibrugarh,3203422
495,1,2,Urban,Villa,Assam,Dibrugarh,2406922
1400,2,3,Urban,Apartment,Andhra Pradesh,Vijayawada,5952203
809,1,1,Semi-Urban,Apartment,Gujarat,Surat,1193753
1242,2,1,Semi-Urban,Apartment,Karnataka,Dharwad,4223412
1213,3,2,Urban,Duplex,Haryana,Gurgaon,4276517
2681,3,1,Urban,Apartment,Maharashtra,Kolhapur,10061323
1707,3,2,Urban,Villa,Kerala,Kochi,4123974
495,1,1,Urban,Apartment,Uttar Pradesh,Lucknow,1879086
740,1,1,Urban,Villa,West Bengal,Siliguri,4167940
1870,2,1,Semi-Urban,Apartment,Gujarat,Bhavnagar,5945587
1957,2,1,Urban,Apartment,Maharashtra,Mumbai,43991707
798,2,3,Urban,Villa,Arunachal Pradesh,Itanagar,3100639
465,1,1,Urban,Villa,Lakshadweep,Kavaratti,1882217
886,1,2,Urban,Apartment,Lakshadweep,Kavaratti,4440298
455,1,1,Urban,Apartment,Maharashtra,Kolhapur,1852153
1969,3,4,Semi-Urban,Apartment,Odisha,Rourkela,6007932
643,1,1,Urban,Apartment,Karnataka,Mangalore,2968551
834,2,2,Urban,Apartment,Nagaland,Kohima,1574448
2158,4,3,Urban,Villa,Delhi,New Delhi,42897282
912,1,2,Urban,Apartment,Assam,Dibrugarh,4183227
434,1,2,Urban,Villa,Gujarat,Vadodara,1912023
765,2,1,Urban,Apartment,Uttarakhand,Haridwar,2740325
480,1,2,Urban,Villa,Jammu & Kashmir,Srinagar,2472866
510,1,1,Urban,Duplex,Andhra Pradesh,Visakhapatnam,1981174
2348,5,1,Semi-Urban,Villa,Haryana,Gurgaon,8768127
718,2,2,Urban,Apartment,Uttarakhand,Haridwar,2697230
1295,2,2,Urban,Duplex,Karnataka,Mysuru,2976684
1079,2,2,Urban,Apartment,Jharkhand,Dhanbad,4395552
1589,2,2,Urban,Duplex,Nagaland,Kohima,3438568
1336,2,1,Urban,Apartment,Uttar Pradesh,Lucknow,5596096
718,2,2,Urban,Apartment,Maharashtra,Nagpur,2690692
676,1,2,Urban,Villa,Madhya Pradesh,Gwalior,3530414
304,1,1,Urban,Apartment,Delhi,Rohini,654362
1038,1,1,Urban,Apartment,Karnataka,Mysuru,2258978
2241,5,1,Urban,Apartment,Telangana,Warangal,8641707
651,2,1,Urban,Apartment,Gujarat,Bhavnagar,2806781
699,2,3,Urban,Apartment,Rajasthan,Udaipur,2928932
2429,3,4,Urban,Apartment,West Bengal,Siliguri,10612878
315,1,1,Semi-Urban,Villa,Haryana,Karnal,772367
520,1,1,Semi-Urban,Villa,Karnataka,Mysuru,1143046
336,1,2,Urban,Apartment,Jharkhand,Ranchi,851419
1313,3,4,Urban,Apartment,Bihar,Bhagalpur,5062839
793,2,2,Urban,Apartment,Bihar,Patna,1446284
449,1,1,Urban,Apartment,Goa,Panaji,727881
683,1,2,Urban,Apartment,West Bengal,Kolkata,4745944
3489,4,4,Urban,Apartment,Karnataka,Mangalore,14490504
328,1,1,Semi-Urban,Apartment,Karnataka,Hubli,690976
1497,2,1,Urban,Apartment,Uttar Pradesh,Agra,2937556
302,1,2,Urban,Apartment,Kerala,Kozhikode,1301010
1171,2,1,Urban,Apartment,West Bengal,Asansol,4576106
336,1,1,Urban,Apartment,Kerala,Kollam,1317975
1063,2,2,Urban,Villa,Himachal Pradesh,Shimla,2911085
1977,2,3,Urban,Apartment,Maharashtra,Mumbai,56909726
970,1,2,Urban,Apartment,Bihar,Patna,2227479
377,1,2,Urban,Apartment,Gujarat,Bhavnagar,1605269
719,2,3,Semi-Urban,Apartment,Bihar,Bhagalpur,3076765
749,1,2,Urban,Apartment,Rajasthan,Kota,1478665
574,1,2,Semi-Urban,Apartment,Chhattisgarh,Bilaspur,1724728
940,1,1,Urban,Apartment,Uttarakhand,Dehradun,3694751
1751,2,2,Urban,Duplex,Odisha,Rourkela,7863836
766,2,2,Semi-Urban,Apartment,Maharashtra,Nagpur,2315780
399,1,2,Urban,Apartment,Punjab,Amritsar,1858018
311,1,2,Urban,Apartment,Delhi,Rohini,687204
1799,2,2,Urban,Apartment,Nagaland,Kohima,3885843
1016,1,2,Urban,Apartment,Assam,Silchar,3293647
2227,5,4,Urban,Apartment,Karnataka,Bengaluru,23630327
433,1,2,Urban,Apartment,Assam,Dibrugarh,1553763
1208,2,2,Semi-Urban,Apartment,Bihar,Gaya,2054706
1627,3,1,Urban,Apartment,Tamil Nadu,Tiruchirappalli,6276799
1010,2,1,Semi-Urban,Apartment,Tamil Nadu,Madurai,4637665
542,1,2,Urban,Apartment,Gujarat,Bhavnagar,2481472
669,1,2,Urban,Duplex,Tamil Nadu,Chennai,4952674
1666,2,1,Urban,Apartment,Haryana,Karnal,3688465
572,1,2,Urban,Apartment,Jharkhand,Jamshedpur,2455746
1091,2,3,Semi-Urban,Villa,Gujarat,Ahmedabad,5837459
785,2,2,Urban,Apartment,Karnataka,Dharwad,3420727
588,1,1,Urban,Apartment,Manipur,Imphal,1025878
308,1,2,Urban,Apartment,Delhi,Karol Bagh,1394357
1881,2,3,Semi-Urban,Apartment,Chhattisgarh,Bhilai,5246993
830,2,2,Urban,Apartment,Gujarat,Vadodara,3267843
456,1,2,Urban,Duplex,West Bengal,Asansol,2177135
521,1,1,Urban,Apartment,Maharashtra,Aurangabad,1688049
439,1,1,Semi-Urban,Duplex,Manipur,Imphal,636225
385,1,1,Semi-Urban,Duplex,Madhya Pradesh,Jabalpur,981688
340,1,1,Urban,Apartment,Kerala,Kozhikode,1249325
885,2,1,Urban,Apartment,Gujarat,Vadodara,3729056
307,1,2,Urban,Apartment,Gujarat,Vadodara,1516302
335,1,1,Urban,Apartment,Uttarakhand,Dehradun,1291519
1602,2,1,Urban,Apartment,Goa,Margao,3553851
413,1,1,Urban,Villa,Bihar,Patna,977409
840,1,1,Semi-Urban,Apartment,Gujarat,Vadodara,3127564
1847,2,3,Semi-Urban,Apartment,Karnataka,Bengaluru,15792416
1159,1,1,Urban,Apartment,Bihar,Bhagalpur,4775215
338,1,1,Semi-Urban,Apartment,Uttar Pradesh,Ghaziabad,1368058
421,1,2,Urban,Apartment,Assam,Silchar,1778998
989,1,2,Urban,Apartment,Rajasthan,Udaipur,4885057
510,1,1,Semi-Urban,Villa,Madhya Pradesh,Indore,926728
1510,2,2,Urban,Apartment,Bihar,Patna,3451602
599,1,2,Semi-Urban,Villa,Uttar Pradesh,Kanpur,3324611
566,1,1,Urban,Apartment,Karnataka,Mangalore,2664471
814,1,1,Urban,Apartment,Uttar Pradesh,Noida,1615115
894,1,2,Urban,Apartment,Maharashtra,Pune,1748647
1772,3,3,Urban,Apartment,Delhi,New Delhi,28324587
1125,2,3,Urban,Apartment,Gujarat,Vadodara,5099458
1004,1,1,Urban,Apartment,Goa,Margao,1840371
825,2,2,Semi-Urban,Villa,Goa,Margao,1817770
478,1,2,Urban,Apartment,Rajasthan,Udaipur,1748966
1624,2,2,Urban,Apartment,Rajasthan,Jaipur,7346689
1095,2,2,Urban,Villa,Tripura,Agartala,7304148
358,1,1,Urban,Apartment,Chhattisgarh,Raipur,1638633
653,1,2,Urban,Apartment,Kerala,Thiruvananthapuram,3412265
789,2,2,Urban,Villa,Karnataka,Bengaluru,11207512
623,1,1,Urban,Apartment,Sikkim,Gangtok,2700899
1164,1,1,Urban,Apartment,Tripura,Agartala,4745661
925,2,2,Semi-Urban,Apartment,Jharkhand,Ranchi,1387513
1002,2,3,Urban,Apartment,Uttar Pradesh,Ghaziabad,3976503
1199,2,1,Urban,Villa,Maharashtra,Mumbai,50221418
799,2,1,Semi-Urban,Apartment,Uttar Pradesh,Ghaziabad,2769161
951,1,2,Urban,Apartment,Meghalaya,Shillong,4103239
340,1,2,Urban,Apartment,Gujarat,Ahmedabad,1272811
505,1,1,Urban,Villa,Haryana,Panipat,3349824
715,2,1,Urban,Apartment,Punjab,Amritsar,3233751
1531,3,2,Urban,Villa,Gujarat,Ahmedabad,9737742
497,1,1,Urban,Apartment,Assam,Dibrugarh,2196205
703,1,1,Urban,Apartment,Delhi,Rohini,1283879
537,1,1,Semi-Urban,Apartment,Punjab,Chandigarh,1466252
504,1,1,Urban,Apartment,Lakshadweep,Kavaratti,1932619
2592,3,1,Urban,Villa,Himachal Pradesh,Dharamshala,12528893
370,1,2,Urban,Duplex,Punjab,Jalandhar,1604908
1296,3,4,Semi-Urban,Apartment,Rajasthan,Jaipur,4267880
900,1,2,Urban,Apartment,Rajasthan,Udaipur,4255915
405,1,1,Urban,Apartment,Uttarakhand,Haldwani,1813636
1297,2,1,Urban,Apartment,Arunachal Pradesh,Itanagar,5600290
486,1,2,Urban,Apartment,Nagaland,Kohima,1106647
621,1,2,Urban,Apartment,Goa,Panaji,1099733
761,1,2,Urban,Apartment,Himachal Pradesh,Shimla,1340219
527,1,1,Urban,Villa,Goa,Margao,1405969
864,1,2,Urban,Apartment,Tripura,Agartala,3637574
421,1,2,Urban,Duplex,Uttar Pradesh,Lucknow,1612238
1181,2,3,Urban,Apartment,Tamil Nadu,Tiruchirappalli,5569661
494,1,2,Urban,Apartment,Delhi,Saket,987125
1154,1,2,Urban,Apartment,Gujarat,Ahmedabad,5084353
1222,2,3,Urban,Apartment,Tripura,Agartala,5281991
1243,3,3,Urban,Apartment,Uttar Pradesh,Lucknow,6712261
679,1,1,Urban,Apartment,Punjab,Jalandhar,2634619
607,1,2,Semi-Urban,Apartment,Kerala,Kochi,1179226
1213,2,3,Urban,Apartment,Himachal Pradesh,Dharamshala,4762436
1754,2,2,Urban,Apartment,Karnataka,Mysuru,3123870
1191,2,2,Urban,Apartment,Odisha,Cuttack,4667393
1596,3,1,Urban,Apartment,Bihar,Patna,2758765
1613,2,3,Urban,Villa,Uttar Pradesh,Ghaziabad,9352328
719,2,2,Semi-Urban,Apartment,Punjab,Ludhiana,2725439
353,1,2,Urban,Villa,Nagaland,Kohima,1067417
377,1,2,Urban,Duplex,Sikkim,Gangtok,1903488
508,1,1,Urban,Duplex,Jharkhand,Jamshedpur,2459434
833,1,1,Urban,Apartment,Gujarat,Ahmedabad,2648608
519,1,2,Urban,Apartment,Uttarakhand,Haldwani,2251311
371,1,1,Urban,Apartment,Goa,Panaji,742063
482,1,2,Urban,Apartment,Kerala,Kollam,1953936
1900,2,3,Semi-Urban,Duplex,Gujarat,Surat,3418833
998,1,1,Urban,Duplex,Tamil Nadu,Chennai,6917604
438,1,1,Urban,Apartment,Haryana,Karnal,901611
501,1,1,Urban,Apartment,Maharashtra,Nashik,1062892
1489,2,1,Semi-Urban,Apartment,Delhi,Karol Bagh,5683253
524,1,1,Urban,Apartment,Andhra Pradesh,Guntur,1972297
561,1,1,Urban,Apartment,Bihar,Muzaffarpur,2042837
2808,5,2,Urban,Apartment,Andhra Pradesh,Guntur,11121012
1964,3,3,Urban,Apartment,West Bengal,Siliguri,7845021
642,1,1,Semi-Urban,Apartment,Madhya Pradesh,Gwalior,1858019
1496,2,3,Semi-Urban,Villa,Chhattisgarh,Bilaspur,6095248
790,2,1,Urban,Apartment,Tamil Nadu,Chennai,4988739
705,2,2,Urban,Apartment,Madhya Pradesh,Gwalior,2392030
754,2,1,Urban,Apartment,Gujarat,Ahmedabad,3279540
387,1,1,Urban,Duplex,Puducherry,Puducherry,1722377
1027,1,1,Urban,Duplex,Rajasthan,Jaipur,4823410
770,2,2,Semi-Urban,Apartment,Gujarat,Bhavnagar,2721701
1076,2,3,Semi-Urban,Apartment,Andhra Pradesh,Guntur,3800400
411,1,1,Urban,Apartment,Goa,Panaji,901004
1359,2,2,Urban,Apartment,Meghalaya,Shillong,5609895
962,2,3,Urban,Villa,Telangana,Hyderabad,12967109
668,2,2,Urban,Villa,Rajasthan,Kota,1594623
841,1,1,Urban,Apartment,Haryana,Panipat,3648664
615,2,3,Urban,Apartment,Rajasthan,Udaipur,2316122
631,1,1,Semi-Urban,Apartment,Manipur,Imphal,1026700
670,2,1,Urban,Apartment,Haryana,Gurgaon,3185397
504,1,2,Urban,Apartment,Odisha,Bhubaneswar,1840790
331,1,1,Urban,Apartment,Gujarat,Vadodara,1251471
874,2,1,Urban,Apartment,Andhra Pradesh,Guntur,3128366
1560,2,3,Urban,Apartment,Delhi,Dwarka,2839529
561,1,2,Urban,Apartment,Maharashtra,Nashik,925301
511,1,2,Urban,Duplex,Tripura,Agartala,2110887
474,1,1,Urban,Apartment,Delhi,New Delhi,7654088
1301,2,1,Urban,Apartment,Puducherry,Puducherry,5167971
644,1,1,Urban,Apartment,Maharashtra,Thane,1042432
431,1,2,Urban,Villa,West Bengal,Siliguri,2198800
1311,2,1,Urban,Apartment,Maharashtra,Nagpur,4932765
341,1,1,Urban,Apartment,Rajasthan,Jodhpur,1583337
1327,2,1,Urban,Villa,Jharkhand,Jamshedpur,7567877
1072,2,2,Semi-Urban,Duplex,Assam,Dibrugarh,3220753
2129,5,1,Urban,Apartment,Rajasthan,Udaipur,8328375
929,2,1,Urban,Apartment,Maharashtra,Kolhapur,4116942
2254,4,1,Urban,Villa,Delhi,Karol Bagh,12362432
1288,2,3,Semi-Urban,Apartment,Delhi,Delhi,13087437
1456,2,1,Urban,Villa,Kerala,Thiruvananthapuram,6143146
1921,2,3,Urban,Villa,Kerala,Kollam,9833175
705,2,3,Urban,Duplex,Uttar Pradesh,Lucknow,2243072
1021,1,2,Urban,Apartment,Telangana,Nizamabad,4711567
1669,2,2,Semi-Urban,Apartment,Sikkim,Gangtok,4945658
799,2,1,Urban,Apartment,Rajasthan,Kota,1695117
1197,1,1,Urban,Apartment,Rajasthan,Kota,2324646
395,1,1,Urban,Apartment,Assam,Dibrugarh,1986878
645,2,3,Urban,Apartment,Karnataka,Mangalore,2371353
383,1,2,Semi-Urban,Apartment,Haryana,Faridabad,1507519
777,1,2,Urban,Villa,Jharkhand,Jamshedpur,4003319
1236,2,1,Urban,Apartment,Uttar Pradesh,Kanpur,5461053
848,2,3,Semi-Urban,Apartment,Lakshadweep,Kavaratti,2407331
583,1,1,Semi-Urban,Villa,Delhi,Saket,1185533
523,1,2,Urban,Apartment,Delhi,Karol Bagh,2119963
508,1,2,Urban,Apartment,Gujarat,Surat,957192
529,1,2,Urban,Apartment,Madhya Pradesh,Bhopal,1232679
395,1,2,Urban,Duplex,Tamil Nadu,Chennai,3385977
1057,2,1,Semi-Urban,Duplex,Kerala,Kollam,3389077
627,1,2,Urban,Apartment,Jharkhand,Jamshedpur,2367988
370,1,1,Urban,Apartment,Maharashtra,Aurangabad,1794314
1192,2,2,Urban,Apartment,Rajasthan,Udaipur,3838961
821,1,2,Urban,Duplex,Andhra Pradesh,Visakhapatnam,5177910
544,1,1,Semi-Urban,Apartment,Maharashtra,Mumbai,11127434
794,2,1,Urban,Apartment,Telangana,Nizamabad,3408919
622,1,1,Urban,Apartment,Kerala,Kollam,3351346
2026,4,2,Semi-Urban,Villa,Meghalaya,Shillong,9365196
346,1,1,Urban,Villa,Telangana,Warangal,1662551
794,1,2,Urban,Apartment,Himachal Pradesh,Shimla,1712612
802,2,3,Urban,Villa,Tamil Nadu,Madurai,4386717
1150,2,1,Urban,Villa,Lakshadweep,Kavaratti,6190026
2524,3,2,Semi-Urban,Apartment,Haryana,Faridabad,8289286
586,1,1,Semi-Urban,Apartment,Lakshadweep,Kavaratti,1895458
398,1,1,Urban,Apartment,Assam,Guwahati,1660970
2090,3,4,Urban,Apartment,Goa,Panaji,4323234
1251,3,4,Urban,Villa,Maharashtra,Thane,2919208
905,2,2,Urban,Apartment,Karnataka,Hubli,1877460
960,1,1,Urban,Apartment,Kerala,Thiruvananthapuram,4573088
326,1,2,Urban,Apartment,Punjab,Amritsar,1437227
